ts,id.orig_h,id.orig_p,id.resp_h,id.resp_p,proto,duration,orig_bytes,resp_bytes,conn_state,orig_pkts,orig_ip_bytes,resp_pkts,resp_ip_bytes
895.670856,6,168,43,53,2,0.000578,34,149,4,1,82,1,197
895.671984,6,120,43,53,2,0.000438,34,94,4,1,82,1,142
904.669409,3,349,25,1177,1,0,0,0,3,1,48,0,0
918.722251,3,350,25,1177,1,3.001707,0,0,3,2,104,0,0
918.684133,6,88,43,53,2,0.036506,34,149,4,1,82,1,197
918.721219,6,507,43,53,2,0.000488,34,94,4,1,82,1,142
919.410956,4,133,19,5353,2,0,0,0,3,1,73,0,0
919.410981,5,133,60,5353,2,0,0,0,3,1,93,0,0
927.722704,3,350,25,1177,1,0,0,0,3,1,48,0,0
941.74966,3,351,25,1177,1,3.007633,0,0,3,2,104,0,0
941.747598,6,513,43,53,2,0.000551,34,149,4,1,82,1,197
941.7487,6,535,43,53,2,0.000424,34,94,4,1,82,1,142
895.608616,11,1,46,131,0,0,0,0,0,1,72,0,0
950.75548,3,351,25,1177,1,0,0,0,3,1,48,0,0
897.268929,12,2,55,130,0,0,0,0,0,1,72,0,0
897.854417,10,2,53,130,0,0,0,0,0,1,72,0,0
899.261552,12,2,56,130,0,0,0,0,0,1,72,0,0
901.765505,12,2,50,130,0,0,0,0,0,1,72,0,0
901.902413,9,2,57,130,0,0,0,0,0,1,72,0,0
902.35293,10,2,54,130,0,0,0,0,0,1,72,0,0
902.856663,10,2,51,130,0,0,0,0,0,1,72,0,0
903.34879,10,2,59,130,0,0,0,0,0,1,72,0,0
905.070434,9,2,60,130,0,0,0,0,0,1,72,0,0
964.76217,3,352,25,1177,1,2.998245,0,0,3,2,104,0,0
964.760137,6,48,43,53,2,0.000586,34,149,4,1,82,1,197
964.761227,6,515,43,53,2,0.000441,34,94,4,1,82,1,142
973.768576,3,352,25,1177,1,0,0,0,3,1,48,0,0
920.847943,7,6,49,136,0,0,0,0,0,1,72,0,0
925.848983,10,6,52,136,0,0,0,0,0,1,72,0,0
988.701377,3,353,25,1177,1,3.003043,0,0,3,2,104,0,0
987.7734,6,38,43,53,2,0.926193,34,149,4,1,82,1,197
988.700276,6,50,43,53,2,0.00055,34,94,4,1,82,1,142
997.703099,3,353,25,1177,1,0,0,0,3,1,48,0,0
1011.710422,3,354,25,1177,1,3.007619,0,0,3,2,104,0,0
1011.708279,6,110,43,53,2,0.000604,34,149,4,1,82,1,197
1011.709437,6,98,43,53,2,0.000436,34,94,4,1,82,1,142
1020.716607,3,354,25,1177,1,0,0,0,3,1,48,0,0
969.746514,11,5,46,133,0,0,0,0,0,1,184,0,0
1034.723116,3,355,25,1177,1,2.997914,0,0,3,2,104,0,0
1034.721013,6,216,43,53,2,0.00059,34,149,4,1,82,1,197
1034.722147,6,521,43,53,2,0.000442,34,94,4,1,82,1,142
1043.719386,3,355,25,1177,1,0,0,0,3,1,48,0,0
1057.750371,3,356,25,1177,1,3.003777,0,0,3,2,104,0,0
1057.733743,6,444,43,53,2,0.015139,34,149,4,1,82,1,197
1057.749352,6,450,43,53,2,0.000518,34,94,4,1,82,1,142
1066.752395,3,356,25,1177,1,0,0,0,3,1,48,0,0
1021.048581,11,1,46,131,0,0,0,0,0,1,72,0,0
1022.268764,12,2,50,130,0,0,0,0,0,1,72,0,0
1023.413133,10,2,53,130,0,0,0,0,0,1,72,0,0
1023.916185,10,2,54,130,0,0,0,0,0,1,72,0,0
1023.916233,10,2,59,130,0,0,0,0,0,1,72,0,0
1025.262981,12,2,55,130,0,0,0,0,0,1,72,0,0
1080.759255,3,357,25,1177,1,3.007912,0,0,3,2,104,0,0
1026.222438,9,2,60,130,0,0,0,0,0,1,72,0,0
1026.764799,12,2,56,130,0,0,0,0,0,1,72,0,0
1028.412157,10,2,51,130,0,0,0,0,0,1,72,0,0
1080.75723,6,445,43,53,2,0.000636,34,149,4,1,82,1,197
1080.758342,6,269,43,53,2,0.00047,34,94,4,1,82,1,142
1030.862342,9,2,57,130,0,0,0,0,0,1,72,0,0
1089.76559,3,357,25,1177,1,0,0,0,3,1,48,0,0
1103.773773,3,358,25,1177,1,2.996132,0,0,3,2,104,0,0
1103.771585,6,470,43,53,2,0.00058,34,149,4,1,82,1,197
1103.772717,6,68,43,53,2,0.000505,34,94,4,1,82,1,142
1112.778553,3,358,25,1177,1,0,0,0,3,1,48,0,0
1126.897037,3,359,25,1177,1,2.996174,0,0,3,2,104,0,0
1126.78353,6,166,43,53,2,0.111772,34,50,4,1,82,1,98
1126.895881,6,545,43,53,2,0.000654,34,94,4,1,82,1,142
1135.891661,3,359,25,1177,1,0,0,0,3,1,48,0,0
1149.898496,3,360,25,1177,1,2.997573,0,0,3,2,104,0,0
1149.896542,6,543,43,53,2,0.000386,34,50,4,1,82,1,98
1149.897486,6,488,43,53,2,0.000469,34,94,4,1,82,1,142
1158.894725,3,360,25,1177,1,0,0,0,3,1,48,0,0
1172.901365,3,361,25,1177,1,2.998442,0,0,3,2,104,0,0
1172.899117,6,160,43,53,2,0.000332,34,50,4,1,82,1,98
1172.900339,6,213,43,53,2,0.000502,34,94,4,1,82,1,142
1181.90777,3,361,25,1177,1,0,0,0,3,1,48,0,0
1195.944186,3,362,25,1177,1,2.9983,0,0,3,2,104,0,0
1195.912145,6,517,43,53,2,0.030567,34,149,4,1,82,1,197
1195.943223,6,47,43,53,2,0.000486,34,94,4,1,82,1,142
1146.488585,11,1,46,131,0,0,0,0,0,1,72,0,0
1146.767999,12,2,56,130,0,0,0,0,0,1,72,0,0
1148.970631,10,2,51,130,0,0,0,0,0,1,72,0,0
1149.761679,12,2,50,130,0,0,0,0,0,1,72,0,0
1204.941413,3,362,25,1177,1,0,0,0,3,1,48,0,0
1151.464347,10,2,59,130,0,0,0,0,0,1,72,0,0
1152.265629,12,2,55,130,0,0,0,0,0,1,72,0,0
1152.467181,10,2,54,130,0,0,0,0,0,1,72,0,0
1154.446402,9,2,57,130,0,0,0,0,0,1,72,0,0
1155.474182,10,2,53,130,0,0,0,0,0,1,72,0,0
1156.366397,9,2,60,130,0,0,0,0,0,1,72,0,0
1218.956032,3,363,25,1177,1,2.999574,0,0,3,2,104,0,0
1218.954244,6,266,43,53,2,0.000733,34,149,4,1,82,1,197
1218.955244,6,107,43,53,2,0.000493,34,94,4,1,82,1,142
1227.954416,3,363,25,1177,1,0,0,0,3,1,48,0,0
1241.987966,3,364,25,1177,1,3.001022,0,0,3,2,104,0,0
1241.986013,6,472,43,53,2,0.000595,34,149,4,1,82,1,197
1241.987071,6,255,43,53,2,0.000446,34,94,4,1,82,1,142
1250.997815,3,364,25,1177,1,0,0,0,3,1,48,0,0
1265.018416,3,365,25,1177,1,2.993681,0,0,3,2,104,0,0
1265.001747,6,494,43,53,2,0.015168,34,149,4,1,82,1,197
1265.01751,6,516,43,53,2,0.000426,34,94,4,1,82,1,142
1274.010465,3,365,25,1177,1,0,0,0,3,1,48,0,0
1288.027144,3,366,25,1177,1,2.998122,0,0,3,2,104,0,0
1234.390873,7,6,49,136,0,0,0,0,0,1,72,0,0
1288.024925,6,276,43,53,2,0.000615,34,149,4,1,82,1,197
1288.026079,6,489,43,53,2,0.000583,34,94,4,1,82,1,142
1239.400871,10,6,52,136,0,0,0,0,0,1,72,0,0
1297.023964,3,366,25,1177,1,0,0,0,3,1,48,0,0
1311.033685,3,367,25,1177,1,3.0045,0,0,3,2,104,0,0
1311.02792,6,136,43,53,2,0.004277,34,149,4,1,82,1,197
1311.032708,6,260,43,53,2,0.000516,34,94,4,1,82,1,142
1320.036938,3,367,25,1177,1,0,0,0,3,1,48,0,0
1271.928531,11,1,46,131,0,0,0,0,0,1,72,0,0
1274.526492,10,2,53,130,0,0,0,0,0,1,72,0,0
1275.029342,10,2,54,130,0,0,0,0,0,1,72,0,0
1275.374379,9,2,57,130,0,0,0,0,0,1,72,0,0
1275.762858,12,2,50,130,0,0,0,0,0,1,72,0,0
1276.264224,12,2,55,130,0,0,0,0,0,1,72,0,0
1276.529016,10,2,59,130,0,0,0,0,0,1,72,0,0
1277.031622,10,2,51,130,0,0,0,0,0,1,72,0,0
1334.091391,3,368,25,1177,1,3.000134,0,0,3,2,104,0,0
1279.268459,12,2,56,130,0,0,0,0,0,1,72,0,0
1280.846394,9,2,60,130,0,0,0,0,0,1,72,0,0
1334.07378,6,65,43,53,2,0.016096,34,149,4,1,82,1,197
1334.090455,6,108,43,53,2,0.000412,34,94,4,1,82,1,142
1343.089949,3,368,25,1177,1,0,0,0,3,1,48,0,0
1357.106013,3,369,25,1177,1,2.998013,0,0,3,2,104,0,0
1357.103929,6,64,43,53,2,0.000668,34,149,4,1,82,1,197
1357.105093,6,511,43,53,2,0.000436,34,94,4,1,82,1,142
1366.103012,3,369,25,1177,1,0,0,0,3,1,48,0,0
1380.109968,3,370,25,1177,1,3.007508,0,0,3,2,104,0,0
1380.10782,6,93,43,53,2,0.000592,34,149,4,1,82,1,197
1380.108974,6,544,43,53,2,0.000436,34,94,4,1,82,1,142
1389.116118,3,370,25,1177,1,0,0,0,3,1,48,0,0
1340.15766,7,6,49,136,0,0,0,0,0,1,72,0,0
1345.176865,10,6,52,136,0,0,0,0,0,1,72,0,0
1404.373101,3,371,25,1177,1,2.99917,0,0,3,2,104,0,0
1404.192429,6,475,43,53,2,0.015318,34,149,4,1,82,1,197
1404.208174,6,149,43,53,2,0.000486,34,94,4,1,82,1,142
1413.371245,3,371,25,1177,1,0,0,0,3,1,48,0,0
1427.386442,3,372,25,1177,1,2.999057,0,0,3,2,104,0,0
1427.384759,6,72,43,53,2,0.000547,34,149,4,1,82,1,197
1427.385626,6,75,43,53,2,0.000474,34,94,4,1,82,1,142
1436.384021,3,372,25,1177,1,0,0,0,3,1,48,0,0
1450.460541,3,373,25,1177,1,3.008203,0,0,3,2,104,0,0
1397.368488,11,1,46,131,0,0,0,0,0,1,72,0,0
1397.594502,10,2,54,130,0,0,0,0,0,1,72,0,0
1399.761281,12,2,50,130,0,0,0,0,0,1,72,0,0
1450.418998,6,177,43,53,2,0.000759,34,149,4,1,82,1,197
1450.459424,6,165,43,53,2,0.000631,34,94,4,1,82,1,142
1401.070357,9,2,60,130,0,0,0,0,0,1,72,0,0
1402.097895,10,2,59,130,0,0,0,0,0,1,72,0,0
1402.765507,12,2,56,130,0,0,0,0,0,1,72,0,0
1459.466972,3,373,25,1177,1,0,0,0,3,1,48,0,0
1404.593995,10,2,51,130,0,0,0,0,0,1,72,0,0
1404.654456,9,2,57,130,0,0,0,0,0,1,72,0,0
1405.593683,10,2,53,130,0,0,0,0,0,1,72,0,0
1406.761602,12,2,55,130,0,0,0,0,0,1,72,0,0
1473.524403,3,374,25,1177,1,2.997557,0,0,3,2,104,0,0
1473.485879,6,156,43,53,2,0.036803,34,149,4,1,82,1,197
1473.52337,6,495,43,53,2,0.000489,34,94,4,1,82,1,142
1482.520583,3,374,25,1177,1,0,0,0,3,1,48,0,0
1438.556762,7,6,49,136,0,0,0,0,0,1,72,0,0
1496.536635,3,375,25,1177,1,2.99838,0,0,3,2,104,0,0
1443.56091,10,6,52,136,0,0,0,0,0,1,72,0,0
1496.534636,6,124,43,53,2,0.000591,34,149,4,1,82,1,197
1496.535707,6,183,43,53,2,0.000463,34,94,4,1,82,1,142
1505.533229,3,375,25,1177,1,0,0,0,3,1,48,0,0
1519.54027,3,376,25,1177,1,3.007396,0,0,3,2,104,0,0
1519.538013,6,150,43,53,2,0.000592,34,149,4,1,82,1,197
1519.539155,6,82,43,53,2,0.000638,34,94,4,1,82,1,142
1528.546832,3,376,25,1177,1,0,0,0,3,1,48,0,0
1480.150037,11,5,46,133,0,0,0,0,0,1,184,0,0
1542.567867,3,377,25,1177,1,2.993089,0,0,3,2,104,0,0
1542.55071,6,267,43,53,2,0.015818,34,149,4,1,82,1,197
1542.566948,6,214,43,53,2,0.000469,34,94,4,1,82,1,142
1551.559547,3,377,25,1177,1,0,0,0,3,1,48,0,0
1565.576493,3,378,25,1177,1,2.9972,0,0,3,2,104,0,0
1565.574447,6,527,43,53,2,0.000608,34,149,4,1,82,1,197
1565.575551,6,462,43,53,2,0.000482,34,94,4,1,82,1,142
1574.572325,3,378,25,1177,1,0,0,0,3,1,48,0,0
1522.808512,11,1,46,131,0,0,0,0,0,1,72,0,0
1525.151948,10,2,54,130,0,0,0,0,0,1,72,0,0
1525.998402,9,2,57,130,0,0,0,0,0,1,72,0,0
1526.764071,12,2,50,130,0,0,0,0,0,1,72,0,0
1528.156283,10,2,51,130,0,0,0,0,0,1,72,0,0
1528.766722,12,2,56,130,0,0,0,0,0,1,72,0,0
1528.766897,12,2,55,130,0,0,0,0,0,1,72,0,0
1530.062335,9,2,60,130,0,0,0,0,0,1,72,0,0
1530.158656,10,2,53,130,0,0,0,0,0,1,72,0,0
1530.651836,10,2,59,130,0,0,0,0,0,1,72,0,0
1588.579348,3,379,25,1177,1,3.008169,0,0,3,2,104,0,0
1588.577172,6,206,43,53,2,0.000591,34,149,4,1,82,1,197
1588.578381,6,529,43,53,2,0.000449,34,94,4,1,82,1,142
1597.585403,3,379,25,1177,1,0,0,0,3,1,48,0,0
1611.622345,3,380,25,1177,1,2.99804,0,0,3,2,104,0,0
1611.590199,6,173,43,53,2,0.03047,34,149,4,1,82,1,197
1611.621305,6,152,43,53,2,0.000474,34,94,4,1,82,1,142
1620.628671,3,380,25,1177,1,0,0,0,3,1,48,0,0
1634.63583,3,381,25,1177,1,2.997101,0,0,3,2,104,0,0
1634.63363,6,45,43,53,2,0.000675,34,149,4,1,82,1,197
1634.634892,6,80,43,53,2,0.000422,34,94,4,1,82,1,142
1643.632307,3,381,25,1177,1,0,0,0,3,1,48,0,0
1657.637881,3,382,25,1177,1,2.998742,0,0,3,2,104,0,0
1657.635825,6,265,43,53,2,0.000576,34,149,4,1,82,1,197
1657.636916,6,145,43,53,2,0.000475,34,94,4,1,82,1,142
1666.635124,3,382,25,1177,1,0,0,0,3,1,48,0,0
1680.754642,3,383,25,1177,1,2.994777,0,0,3,2,104,0,0
1680.639204,6,469,43,53,2,0.113926,34,50,4,1,82,1,98
1680.753689,6,541,43,53,2,0.000441,34,94,4,1,82,1,142
1689.75809,3,383,25,1177,1,0,0,0,3,1,48,0,0
1648.248476,11,1,46,131,0,0,0,0,0,1,72,0,0
1703.764126,3,384,25,1177,1,2.998288,0,0,3,2,104,0,0
1648.769206,12,2,55,130,0,0,0,0,0,1,72,0,0
1652.713805,10,2,59,130,0,0,0,0,0,1,72,0,0
1652.926405,9,2,60,130,0,0,0,0,0,1,72,0,0
1703.762364,6,85,43,53,2,0.00035,34,50,4,1,82,1,98
1703.763184,6,193,43,53,2,0.000482,34,94,4,1,82,1,142
1654.220052,10,2,54,130,0,0,0,0,0,1,72,0,0
1655.217878,10,2,51,130,0,0,0,0,0,1,72,0,0
1655.598437,9,2,57,130,0,0,0,0,0,1,72,0,0
1657.22365,10,2,53,130,0,0,0,0,0,1,72,0,0
1657.26167,12,2,56,130,0,0,0,0,0,1,72,0,0
1657.261814,12,2,50,130,0,0,0,0,0,1,72,0,0
1712.761199,3,384,25,1177,1,0,0,0,3,1,48,0,0
1726.778137,3,385,25,1177,1,2.997367,0,0,3,2,104,0,0
1726.776209,6,123,43,53,2,0.000393,34,50,4,1,82,1,98
1726.777149,6,61,43,53,2,0.000507,34,94,4,1,82,1,142
1735.774618,3,385,25,1177,1,0,0,0,3,1,48,0,0
1750.64643,3,386,25,1177,1,2.993415,0,0,3,2,104,0,0
1749.778751,6,114,43,53,2,0.866071,34,50,4,1,82,1,98
1750.645495,6,452,43,53,2,0.000496,34,94,4,1,82,1,142
1759.648753,3,386,25,1177,1,0,0,0,3,1,48,0,0
1773.654617,3,387,25,1177,1,2.998811,0,0,3,2,104,0,0
1773.652751,6,81,43,53,2,0.000373,34,50,4,1,82,1,98
1773.65363,6,41,43,53,2,0.000435,34,94,4,1,82,1,142
1782.651561,3,387,25,1177,1,0,0,0,3,1,48,0,0
1796.668698,3,388,25,1177,1,2.99764,0,0,3,2,104,0,0
1796.666793,6,135,43,53,2,0.000402,34,50,4,1,82,1,98
1796.667743,6,113,43,53,2,0.000449,34,94,4,1,82,1,142
1805.66478,3,388,25,1177,1,0,0,0,3,1,48,0,0
1819.701902,3,389,25,1177,1,3.007436,0,0,3,2,104,0,0
1819.670049,6,126,43,53,2,0.030278,34,149,4,1,82,1,197
1819.70091,6,217,43,53,2,0.000493,34,94,4,1,82,1,142
1773.688422,11,1,46,131,0,0,0,0,0,1,72,0,0
1828.718371,3,389,25,1177,1,0,0,0,3,1,48,0,0
1773.768709,12,2,55,130,0,0,0,0,0,1,72,0,0
1773.772352,10,2,51,130,0,0,0,0,0,1,72,0,0
1777.264274,12,2,56,130,0,0,0,0,0,1,72,0,0
1777.91837,9,2,60,130,0,0,0,0,0,1,72,0,0
1778.265475,12,2,50,130,0,0,0,0,0,1,72,0,0
1780.278877,10,2,54,130,0,0,0,0,0,1,72,0,0
1780.777749,10,2,59,130,0,0,0,0,0,1,72,0,0
1782.275868,10,2,53,130,0,0,0,0,0,1,72,0,0
1783.214385,9,2,57,130,0,0,0,0,0,1,72,0,0
1842.766195,3,390,25,1177,1,2.986213,0,0,3,2,104,0,0
1842.761742,6,453,43,53,2,0.000646,34,149,4,1,82,1,197
1842.762902,6,119,43,53,2,0.002783,34,94,4,1,82,1,142
1851.750937,3,390,25,1177,1,0,0,0,3,1,48,0,0
1865.768281,3,391,25,1177,1,2.997473,0,0,3,2,104,0,0
1865.766241,6,96,43,53,2,0.000685,34,149,4,1,82,1,197
1865.76737,6,122,43,53,2,0.000449,34,94,4,1,82,1,142
1874.764211,3,391,25,1177,1,0,0,0,3,1,48,0,0
1888.806866,3,392,25,1177,1,3.002088,0,0,3,2,104,0,0
1834.379589,7,6,49,136,0,0,0,0,0,1,72,0,0
1888.768574,6,95,43,53,2,0.036697,34,149,4,1,82,1,197
1888.805813,6,131,43,53,2,0.000524,34,94,4,1,82,1,142
1839.385351,10,6,52,136,0,0,0,0,0,1,72,0,0
1897.807188,3,392,25,1177,1,0,0,0,3,1,48,0,0
1911.814737,3,393,25,1177,1,2.99673,0,0,3,2,104,0,0
1911.812543,6,137,43,53,2,0.000668,34,149,4,1,82,1,197
1911.813788,6,215,43,53,2,0.000426,34,94,4,1,82,1,142
1920.810836,3,393,25,1177,1,0,0,0,3,1,48,0,0
1934.826582,3,394,25,1177,1,2.998436,0,0,3,2,104,0,0
1934.824522,6,536,43,53,2,0.000569,34,149,4,1,82,1,197
1934.825604,6,115,43,53,2,0.000431,34,94,4,1,82,1,142
1943.82341,3,394,25,1177,1,0,0,0,3,1,48,0,0
1899.12847,11,1,46,131,0,0,0,0,0,1,72,0,0
1899.269461,12,2,50,130,0,0,0,0,0,1,72,0,0
1900.714362,9,2,60,130,0,0,0,0,0,1,72,0,0
1900.761676,12,2,55,130,0,0,0,0,0,1,72,0,0
1902.26359,12,2,56,130,0,0,0,0,0,1,72,0,0
1902.337636,10,2,54,130,0,0,0,0,0,1,72,0,0
1957.866006,3,395,25,1177,1,3.002456,0,0,3,2,104,0,0
1903.344199,10,2,59,130,0,0,0,0,0,1,72,0,0
1904.686364,9,2,57,130,0,0,0,0,0,1,72,0,0
1905.849799,10,2,51,130,0,0,0,0,0,1,72,0,0
1906.843555,10,2,53,130,0,0,0,0,0,1,72,0,0
1957.827852,6,466,43,53,2,0.036576,34,149,4,1,82,1,197
1957.864986,6,111,43,53,2,0.000495,34,94,4,1,82,1,142
1966.866363,3,395,25,1177,1,0,0,0,3,1,48,0,0
1913.832452,11,5,46,133,0,0,0,0,0,1,184,0,0
1980.871967,3,396,25,1177,1,2.999549,0,0,3,2,104,0,0
1980.869865,6,259,43,53,2,0.000934,34,149,4,1,82,1,197
1980.871142,6,220,43,53,2,0.000475,34,94,4,1,82,1,142
1989.869682,3,396,25,1177,1,0,0,0,3,1,48,0,0
2003.886086,3,397,25,1177,1,2.998158,0,0,3,2,104,0,0
2003.884156,6,210,43,53,2,0.000604,34,149,4,1,82,1,197
2003.885223,6,101,43,53,2,0.000437,34,94,4,1,82,1,142
2012.882785,3,397,25,1177,1,0,0,0,3,1,48,0,0
2026.919749,3,398,25,1177,1,3.007775,0,0,3,2,104,0,0
2026.887599,6,540,43,53,2,0.030478,34,149,4,1,82,1,197
2026.918662,6,271,43,53,2,0.000532,34,94,4,1,82,1,142
2035.926274,3,398,25,1177,1,0,0,0,3,1,48,0,0
2049.932764,3,399,25,1177,1,2.997373,0,0,3,2,104,0,0
2049.930594,6,139,43,53,2,0.000651,34,149,4,1,82,1,197
2049.931783,6,525,43,53,2,0.000447,34,94,4,1,82,1,142
2058.938872,3,399,25,1177,1,0,0,0,3,1,48,0,0
2072.956132,3,400,25,1177,1,2.997156,0,0,3,2,104,0,0
2072.953872,6,129,43,53,2,0.000669,34,149,4,1,82,1,197
2072.955118,6,275,43,53,2,0.000492,34,94,4,1,82,1,142
2024.568468,11,1,46,131,0,0,0,0,0,1,72,0,0
2026.395523,10,2,51,130,0,0,0,0,0,1,72,0,0
2081.95236,3,400,25,1177,1,0,0,0,3,1,48,0,0
2027.764199,12,2,56,130,0,0,0,0,0,1,72,0,0
2029.054363,9,2,57,130,0,0,0,0,0,1,72,0,0
2029.266329,12,2,55,130,0,0,0,0,0,1,72,0,0
2030.267893,12,2,50,130,0,0,0,0,0,1,72,0,0
2031.39186,10,2,53,130,0,0,0,0,0,1,72,0,0
2031.895286,10,2,54,130,0,0,0,0,0,1,72,0,0
2033.678348,9,2,60,130,0,0,0,0,0,1,72,0,0
2033.894864,10,2,59,130,0,0,0,0,0,1,72,0,0
2096.080268,3,401,25,1177,1,3.006772,0,0,3,2,104,0,0
2095.967108,6,90,43,53,2,0.082919,34,149,4,1,82,1,197
2096.050607,6,256,43,53,2,0.029134,34,94,4,1,82,1,142
2105.085319,3,401,25,1177,1,0,0,0,3,1,48,0,0
2119.092477,3,402,25,1177,1,2.997331,0,0,3,2,104,0,0
2119.090457,6,185,43,53,2,0.000562,34,149,4,1,82,1,197
2119.091571,6,219,43,53,2,0.000422,34,94,4,1,82,1,142
2128.098657,3,402,25,1177,1,0,0,0,3,1,48,0,0
2142.105788,3,403,25,1177,1,2.997125,0,0,3,2,104,0,0
2142.102778,6,162,43,53,2,0.001102,34,149,4,1,82,1,197
2142.104389,6,506,43,53,2,0.000926,34,94,4,1,82,1,142
2151.101159,3,403,25,1177,1,0,0,0,3,1,48,0,0
2165.184773,3,404,25,1177,1,3.001342,0,0,3,2,104,0,0
2165.116804,6,505,43,53,2,0.06618,34,149,4,1,82,1,197
2165.183715,6,102,43,53,2,0.00051,34,94,4,1,82,1,142
2174.184673,3,404,25,1177,1,0,0,0,3,1,48,0,0
2188.275344,3,405,25,1177,1,2.993779,0,0,3,2,104,0,0
2188.189893,6,52,43,53,2,0.067844,34,149,4,1,82,1,197
2188.258458,6,230,43,53,2,0.0163,34,94,4,1,82,1,142
2197.277959,3,405,25,1177,1,0,0,0,3,1,48,0,0
2150.008609,11,1,46,131,0,0,0,0,0,1,72,0,0
2150.270289,12,2,55,130,0,0,0,0,0,1,72,0,0
2150.270451,12,2,50,130,0,0,0,0,0,1,72,0,0
2151.957062,10,2,51,130,0,0,0,0,0,1,72,0,0
2152.75151,11,5,46,133,0,0,0,0,0,1,184,0,0
2152.764157,12,2,56,130,0,0,0,0,0,1,72,0,0
2155.95329,10,2,54,130,0,0,0,0,0,1,72,0,0
2156.457227,10,2,59,130,0,0,0,0,0,1,72,0,0
2211.626156,3,406,25,1177,1,2.996933,0,0,3,2,104,0,0
2156.948796,10,2,53,130,0,0,0,0,0,1,72,0,0
2157.230326,9,2,57,130,0,0,0,0,0,1,72,0,0
2158.734363,9,2,60,130,0,0,0,0,0,1,72,0,0
2211.282807,6,178,43,53,2,0.22848,34,149,4,1,82,1,197
2211.512033,6,53,43,53,2,0.113607,34,94,4,1,82,1,142
2220.621505,3,406,25,1177,1,0,0,0,3,1,48,0,0
2234.636116,3,407,25,1177,1,2.999758,0,0,3,2,104,0,0
2234.634157,6,106,43,53,2,0.000635,34,149,4,1,82,1,197
2234.635312,6,446,43,53,2,0.000299,34,94,4,1,82,1,142
2243.635037,3,407,25,1177,1,0,0,0,3,1,48,0,0
2258.049491,3,408,25,1177,1,3.00027,0,0,3,2,104,0,0
2257.639664,6,222,43,53,2,0.256396,34,50,4,1,82,1,98
2257.896791,6,77,43,53,2,0.152129,34,94,4,1,82,1,142
2267.058021,3,408,25,1177,1,0,0,0,3,1,48,0,0
2281.06462,3,409,25,1177,1,2.99811,0,0,3,2,104,0,0
2281.061612,6,273,43,53,2,0.001028,34,50,4,1,82,1,98
2281.063186,6,76,43,53,2,0.000921,34,94,4,1,82,1,142
2290.061394,3,409,25,1177,1,0,0,0,3,1,48,0,0
2244.558965,7,6,49,136,0,0,0,0,0,1,72,0,0
2304.078042,3,410,25,1177,1,2.997876,0,0,3,2,104,0,0
2249.560655,10,6,52,136,0,0,0,0,0,1,72,0,0
2304.076013,6,49,43,53,2,0.000486,34,50,4,1,82,1,98
2304.077047,6,208,43,53,2,0.000481,34,94,4,1,82,1,142
2313.074144,3,410,25,1177,1,0,0,0,3,1,48,0,0
2327.311505,3,411,25,1177,1,3.008022,0,0,3,2,104,0,0
2275.448614,11,1,46,131,0,0,0,0,0,1,72,0,0
2327.079069,6,235,43,53,2,0.230661,34,50,4,1,82,1,98
2327.310445,6,537,43,53,2,0.00054,34,94,4,1,82,1,142
2278.49957,10,2,59,130,0,0,0,0,0,1,72,0,0
2280.012302,10,2,53,130,0,0,0,0,0,1,72,0,0
2281.015495,10,2,54,130,0,0,0,0,0,1,72,0,0
2336.32757,3,411,25,1177,1,0,0,0,3,1,48,0,0
2281.769628,12,2,55,130,0,0,0,0,0,1,72,0,0
2281.76979,12,2,50,130,0,0,0,0,0,1,72,0,0
2283.512119,10,2,51,130,0,0,0,0,0,1,72,0,0
2284.238345,9,2,57,130,0,0,0,0,0,1,72,0,0
2284.263216,12,2,56,130,0,0,0,0,0,1,72,0,0
2285.454365,9,2,60,130,0,0,0,0,0,1,72,0,0
2350.333958,3,412,25,1177,1,2.998647,0,0,3,2,104,0,0
2350.332283,6,71,43,53,2,0.000335,34,50,4,1,82,1,98
2350.333084,6,170,43,53,2,0.000431,34,94,4,1,82,1,142
2359.331032,3,412,25,1177,1,0,0,0,3,1,48,0,0
2373.347573,3,413,25,1177,1,2.997473,0,0,3,2,104,0,0
2373.345596,6,447,43,53,2,0.000433,34,50,4,1,82,1,98
2373.346597,6,112,43,53,2,0.000461,34,94,4,1,82,1,142
2382.343787,3,413,25,1177,1,0,0,0,3,1,48,0,0
2396.808891,3,414,25,1177,1,3.010629,0,0,3,2,104,0,0
2396.348666,6,163,43,53,2,0.296788,34,149,4,1,82,1,197
2396.646012,6,484,43,53,2,0.162339,34,94,4,1,82,1,142
2405.827977,3,414,25,1177,1,0,0,0,3,1,48,0,0
2354.163369,7,6,49,136,0,0,0,0,0,1,72,0,0
2359.176792,10,6,52,136,0,0,0,0,0,1,72,0,0
2419.834554,3,415,25,1177,1,2.997596,0,0,3,2,104,0,0
2419.832438,6,252,43,53,2,0.000627,34,149,4,1,82,1,197
2419.833613,6,501,43,53,2,0.000416,34,94,4,1,82,1,142
2428.831303,3,415,25,1177,1,0,0,0,3,1,48,0,0
2442.847793,3,416,25,1177,1,2.997243,0,0,3,2,104,0,0
2442.845557,6,500,43,53,2,0.000614,34,149,4,1,82,1,197
2442.846789,6,261,43,53,2,0.000464,34,94,4,1,82,1,142
2451.843959,3,416,25,1177,1,0,0,0,3,1,48,0,0
2400.888464,11,1,46,131,0,0,0,0,0,1,72,0,0
